,localizacao,tamanho_quartos,valor
257, Rua Barão de Jaguara - Cambuci - São Paulo Zona Sul - São Paulo , 55 m² construídos | 2 quartos ,1.350
258, Rua das Mangueiras - Piedade - Rio de Janeiro Zona Norte - Rio de Janeiro , 50 m² construídos | 2 quartos ,1.107
259, Rua das Vertentes - Vila Constança - São Paulo Zona Sul - São Paulo , 30 m² construídos | 1 quarto ,800
260, Rua Doutor Campos Moura - Parque Artur Alvim - São Paulo Zona Leste - São Paulo , 60 m² construídos | 2 quartos ,900
261, Rua São Camilo - Vila Camilópolis - Santo André - São Paulo , 70 m² construídos | 1 quarto ,1.204
262, Rua Leonidia - Olaria - Rio de Janeiro Zona Norte - Rio de Janeiro , 55 m² construídos | 2 quartos ,1.540
263, Av. Monteiro Lobato 10374 - Balneario Itaguai - Mongaguá - São Paulo , 70 m² construídos | 2 quartos ,220.000
264, Av. Monteiro Lobato 10374 - Balneario Flórida Mirim - Mongaguá - São Paulo , 84 m² construídos | 2 quartos ,279.900
265, Rua Carnaúba dos Dantas - Vila Santa Lúcia - São Paulo Zona Sul - São Paulo , 60 m² construídos | 3 quartos ,750
266, Travessa Paulo Antunes - Santa Rosa - Niterói - Rio de Janeiro , 60 m² construídos | 2 quartos ,1.500
267, Praça Francisco Nardi Filho - Jardim Bonfiglioli - São Paulo Zona Oeste - São Paulo , 50 m² construídos | 1 quarto ,2.700
268, Rua Licurgo de Castro Santos - Vila Ema - São Paulo Zona Leste - São Paulo , 80 m² construídos | 2 quartos ,2.000
269, Avenida Monteiro Lobato 10374 - Balneário Plataforma II - Mongaguá - São Paulo , 79 m² construídos | 2 quartos ,229.900
270, Rua Aniceto Ortega - São Paulo Zona Leste - São Paulo , 80 m² construídos | 2 quartos ,870
271, Rua Dom Bento Pickel - Casa Verde Alta - São Paulo Zona Norte - São Paulo , 58 m² construídos | 2 quartos ,1.200
272, Rua Professor Dário Ribeiro - Vila Prado - São Paulo Zona Norte - São Paulo , 30 m² construídos | 1 quarto ,900
273, Rua Parelhas - Jardim Danfer - São Paulo Zona Leste - São Paulo , 70 m² construídos | 2 quartos ,1.080
274, Rua Conde de Ipanema - Parque Colonial - São Paulo Zona Leste - São Paulo , 500 m² construídos | 3 quartos ,10.000
275, Rua Altina Penna Botto - Vila Ivone - São Paulo Zona Leste - São Paulo , 150 m² construídos | 2 quartos ,1.783
276, Rua Duarte Leopoldo E Silva - Jardim Gonzaga - São Paulo Zona Leste - São Paulo , 62 m² construídos | 2 quartos ,1.070
277, Rua Daniel Mirabelo - Vila Ema - São Paulo Zona Leste - São Paulo , 87 m² construídos | 2 quartos ,2.150
278, Rua César de Souza - Parque Vitória - São Paulo Zona Norte - São Paulo , 70 m² construídos | 2 quartos ,1.500
279, Rua Felipe Alves de Freitas - Vila Mazzei - São Paulo Zona Norte - São Paulo , 75 m² construídos | 2 quartos ,1.400
280, Rua Paulo Afonso - Santo Antônio - Belo Horizonte - Minas Gerais , 110 m² construídos | 2 quartos ,1.940
281, Avenida Imperatriz Leopoldina - Vila Leopoldina - São Paulo Zona Oeste - São Paulo , 70 m² construídos | 1 quarto ,2.000
282," R. Dr Teles, 391 - Liberdade, Belo Horizonte - Mg, 31270-180, Brasil - Liberdade - Belo Horizonte - Minas Gerais ", 75 m² construídos | 2 quartos ,1.450
283, Avenida Casa Verde - Casa Verde - São Paulo Zona Norte - São Paulo , 62 m² construídos | 2 quartos ,1.980
284, Rua Evangelina de Toledo Pizza Wodianer - Jardim Cordeiro - São Paulo Zona Sul - São Paulo , 350 m² construídos | 4 quartos ,8.500
285, Avenida Mandaqui - Limão - São Paulo Zona Norte - São Paulo , 60 m² construídos | 3 quartos ,2.499
286, Rua Paes de Andrade - Aclimação - São Paulo Zona Sul - São Paulo , 120 m² construídos | 3 quartos ,4.580
287, Rua Raimundo de Oliveira - Vila Nhocune - São Paulo Zona Leste - São Paulo , 45 m² construídos | 1 quarto ,1.150
288, Rua Planeta - Chácara Belenzinho - São Paulo Zona Leste - São Paulo , 119 m² construídos | 2 quartos ,1.934
289, Rua Vasco Brancaleoni - Parque Marabá - Guarulhos - São Paulo , 60 m² construídos | 2 quartos ,980
290, Rua Saturnino dos Santos - Vila Firmiano Pinto - São Paulo Zona Sul - São Paulo , 70 m² construídos | 2 quartos ,1.555
291, Rua Relíquia - Jardim das Laranjeiras - São Paulo Zona Norte - São Paulo , 60 m² construídos | 2 quartos ,1.000
292, Avenida Ajarani - Cidade Patriarca - São Paulo Zona Leste - São Paulo , 82 m² construídos | 2 quartos ,1.412
293, Rua João de Carvalho - Liberdade - São Paulo Centro - São Paulo , 30 m² construídos | 1 quarto ,1.897
294, Rua Soares Meireles - Pilares - Rio de Janeiro Zona Norte - Rio de Janeiro , 50 m² construídos | 1 quarto ,1.010
295, Avenida do Abrânio - Vila Nhocune - São Paulo Zona Leste - São Paulo , 50 m² construídos | 1 quarto ,1.120
296, Rua Domingos Antônio Ciccone - Santo Amaro - São Paulo Zona Sul - São Paulo , 144 m² construídos | 3 quartos ,9.250
297," R. Paulo Uebel - Campestre, São Leopoldo - Rs, 93046-480, Brasil - Campestre - São Leopoldo - Rio Grande do Sul ", 65 m² construídos | 2 quartos ,1.300
298, Rua Frederico Penteado Júnior - Jardim das Laranjeiras - São Paulo Zona Norte - São Paulo , 63 m² construídos | 2 quartos ,1.893
299, Rua Célio Fernandes dos Santos Silva - Vargem Pequena - Rio de Janeiro Zona Oeste - Rio de Janeiro , 200 m² construídos | 3 quartos ,2.050
300, Rua Paraná - Santo André - São Paulo , 130 m² construídos | 2 quartos ,2.100
301, Rua Bom Sucesso - Cidade Mãe Do Ceu - São Paulo Zona Leste - São Paulo , 153 m² construídos | 2 quartos ,2.900
302, Rua Filipe da Silva - Lauzane Paulista - São Paulo Zona Norte - São Paulo , 80 m² construídos | 2 quartos ,1.508
303, Rua Vasco Brancaleoni - Parque Marabá - Guarulhos - São Paulo , 60 m² construídos | 2 quartos ,980
304, Rua Vasco Brancaleoni - Parque Marabá - Guarulhos - São Paulo , 70 m² construídos | 2 quartos ,1.000
305, Rua Epaminondas Melo do Amaral - Sítio do Mandaqui - São Paulo Zona Norte - São Paulo , 50 m² construídos | 2 quartos ,1.570
306, Rua João Rudge - Casa Verde - São Paulo Zona Norte - São Paulo , 117 m² construídos | 2 quartos ,4.000
307, Rua Santa Maria Goretti - Vila Maria Alta - São Paulo Zona Norte - São Paulo , 40 m² construídos | 1 quarto ,800
308, Rua Sete Lagoas - Bonfim - Belo Horizonte - Minas Gerais , 70 m² construídos | 2 quartos ,990
309, Rua Santa Maria Goretti - Vila Maria Alta - São Paulo Zona Norte - São Paulo , 40 m² construídos | 1 quarto ,1.125
310, Rua Amaral Ribeiro - Campina - São Leopoldo - Rio Grande do Sul , 100 m² construídos | 2 quartos ,900
311, Rua Antônio Cantarella - Vila Santo Estéfano - São Paulo Zona Sul - São Paulo , 170 m² construídos | 2 quartos ,2.200
312, Rua Muniz de Sousa - Aclimação - São Paulo Zona Sul - São Paulo , 22 m² construídos | 1 quarto ,1.250
313, Rua Machado de Assis - Conjunto Residencial Morada do Sol - São Paulo Zona Oeste - São Paulo , 180 m² construídos | 3 quartos ,4.000
314, Avenida Lins de Vasconcelos - Vila Mariana - São Paulo Zona Sul - São Paulo , 45 m² construídos | 1 quarto ,1.400
315, Rua Jaboticabal - Vila Bertioga - São Paulo Zona Leste - São Paulo , 110 m² construídos | 2 quartos ,2.300
316, Avenida Nossa Senhora do Ó - Limão - São Paulo Zona Norte - São Paulo , 60 m² construídos | 2 quartos ,1.820
317, Rua Otávio Tucunduva Faria - Cipava - Osasco - São Paulo , 500 m² construídos | 3 quartos ,4.770
318, Rua Engenheiro Morsing - Grajaú - Rio de Janeiro Zona Norte - Rio de Janeiro , 75 m² construídos | 3 quartos ,970
319, Rua Caranguejo - Tucuruvi - São Paulo Zona Norte - São Paulo , 40 m² construídos | 2 quartos ,2.000
320, Rua Carlos Silva - Chácara Califórnia - São Paulo Zona Leste - São Paulo , 90 m² construídos | 2 quartos ,2.620
321, Rua Serra de Botucatu - Centro - São Paulo Centro - São Paulo , 40 m² construídos | 2 quartos ,1.460
322, Rua Nelson Patrizzi - Rudge Ramos - São Bernardo do Campo - São Paulo , 230 m² construídos | 3 quartos ,3.370
323, Rua Francisca Resende Merciai - Barão Geraldo - Campinas - São Paulo , 110 m² construídos | 2 quartos ,2.280
324, Rua Paes Leme - Pinheiros - São Paulo Zona Oeste - São Paulo , 100 m² construídos | 2 quartos ,4.000
325, Rua Narita - Jardim Japão - São Paulo Zona Norte - São Paulo , 70 m² construídos | 1 quarto ,1.100
326, Avenida Júlio Diniz - Jardim Nossa Senhora Auxiliadora - Campinas - São Paulo , 180 m² construídos | 4 quartos ,4.660
327," R. Francisco Pizarro, 359 - Parque Boturussu, São Paulo - Sp, 03801-040, Brasil - Parque Boturussu - São Paulo Zona Leste - São Paulo ", 100 m² construídos | 2 quartos ,1.500
328, Adalberto Bueno Neto 100 - Alto Do Capivari - Campos do Jordão - São Paulo , 535 m² construídos | 5 quartos ,4.500.000
329, Rua Ubajara - Quarta Parada - São Paulo Zona Leste - São Paulo , 25 m² construídos | 1 quarto ,770
330, Rua da Esperança - Vila Gustavo - São Paulo Zona Norte - São Paulo , 60 m² construídos | 2 quartos ,1.100
331, Rua Andaraí - Vila Maria - São Paulo Zona Norte - São Paulo , 55 m² construídos | 2 quartos ,1.300
332, Rua da Esperança - Vila Gustavo - São Paulo Zona Norte - São Paulo , 60 m² construídos | 2 quartos ,1.200
333, Rua Fernando Botti - Vila Yolanda - Osasco - São Paulo , 80 m² construídos | 2 quartos ,1.398
334, Rua Jorge Rudge - Vila Isabel - Rio de Janeiro Zona Norte - Rio de Janeiro , 123 m² construídos | 2 quartos ,2.440
335, Rua Cerro Corá - Vila Romana - São Paulo Zona Oeste - São Paulo , 86 m² construídos | 2 quartos ,2.855
336, Rua Carabu - Olaria - Rio de Janeiro Zona Norte - Rio de Janeiro , 60 m² construídos | 2 quartos ,1.200
337, CONDOMINIO HILLS I E II - Arujá/SP - Condomínio Village II - Jardinópolis - São Paulo , 5 quartos ,4.500.000
338, CONDOMINIO HILLS I E II - Arujá/SP - Condomínio Village II - Jardinópolis - São Paulo , 900 m² construídos | 5 quartos ,5.300.000
339, CONDOMINIO SUNVILLE - Arujá/SP - Condomínio Greenville - Paulínia - São Paulo , 4 quartos ,950.000
340, Rua Doutor Nelson Madureira - Vila Nhocune - São Paulo Zona Leste - São Paulo , 150 m² construídos | 2 quartos ,3.000
341, Rua Conde Prates - Parque da Mooca - São Paulo Zona Leste - São Paulo , 37 m² construídos | 2 quartos ,1.891
342, Rua Forte do Calvário - Jardim Vila Formosa - São Paulo Zona Leste - São Paulo , 35 m² construídos | 1 quarto ,800
343, Rua Manuel Jorge Correa - Jardim Itapemirim - São Paulo Zona Leste - São Paulo , 30 m² construídos | 1 quarto ,989
344, Rua Costa Carvalho - Pinheiros - São Paulo Zona Oeste - São Paulo , 200 m² construídos | 1 quarto ,3.961
345, Avenida Dionysia Alves Barreto - Vila Osasco - Osasco - São Paulo , 114 m² construídos | 1 quarto ,2.300
346, Rua Pedro de Sousa Campos Filho - Vila Madalena - São Paulo Zona Oeste - São Paulo , 50 m² construídos | 2 quartos ,2.200
347, Rua Nazaré Machado - Freguesia do Ó - São Paulo Zona Norte - São Paulo , 170 m² construídos | 2 quartos ,2.200
348, Rua Raul Traldi - Vila Gumercindo - São Paulo Zona Sul - São Paulo , 48 m² construídos | 2 quartos ,1.913
349, Rua Campinas - Vila Boa Sorte - Goiânia - Goiás , 70 m² construídos | 2 quartos ,800
350, R Sousa Ramos - Vila Mariana - São Paulo Zona Sul - São Paulo , 36 m² construídos | 1 quarto ,1.700
351, Rua Pedro de Sousa Campos Filho - Vila Madalena - São Paulo Zona Oeste - São Paulo , 70 m² construídos | 2 quartos ,2.700
352, Avenida Dória - Vila Alexandria - São Paulo Zona Sul - São Paulo , 90 m² construídos | 2 quartos ,2.600
353, Rua Caraípe - Brás de Pina - Rio de Janeiro Zona Norte - Rio de Janeiro , 65 m² construídos | 2 quartos ,1.292
354, Rua Rio Grande - Vila Mariana - São Paulo Zona Sul - São Paulo , 110 m² construídos | 2 quartos ,3.500
355, Rua Vasco Brancaleoni - Parque Marabá - Guarulhos - São Paulo , 60 m² construídos | 2 quartos ,980
356, Rua João Ferreira de Almeida - Dos Casa - São Bernardo do Campo - São Paulo , 90 m² construídos | 2 quartos ,1.700
357, Rua Afrânio - Vila Silvia - São Paulo Zona Leste - São Paulo , 90 m² construídos | 2 quartos ,1.600
358, Rua Cisplatina - Vila Pires - Santo André - São Paulo , 112 m² construídos | 2 quartos ,1.300
359, Rua Visconde de Itamarati - Maracanã - Rio de Janeiro Zona Norte - Rio de Janeiro , 70 m² construídos | 2 quartos ,2.600
360, Boulevard Vinte E Oito de Setembro - Vila Isabel - Rio de Janeiro Zona Norte - Rio de Janeiro , 71 m² construídos | 2 quartos ,1.608
361, Rua Ema Bredariol - Jardim Peri - São Paulo Zona Norte - São Paulo , 77 m² construídos | 2 quartos ,1.377
362, Rua Doutor Morais Dantas - Vila Barbosa - São Paulo Zona Norte - São Paulo , 45 m² construídos | 1 quarto ,1.100
363, Rua Joel Jorge de Melo - Vila Mariana - São Paulo Zona Sul - São Paulo , 120 m² construídos | 2 quartos ,3.600
364, Rua Professor Camilo Bergenson - Vila Deodoro - São Paulo Centro - São Paulo , 80 m² construídos | 2 quartos ,2.116
365, Rua Bolívia - Capão Bonito - São Paulo , 190 m² construídos | 4 quartos ,3.500
366, Rua Nepal - Parque Capuava - Santo André - São Paulo , 85 m² construídos | 2 quartos ,2.000
367, Rua Dom Carlos Duarte Costa - Chácara Monte Alegre - São Paulo Zona Sul - São Paulo , 210 m² construídos | 3 quartos ,10.800
368, Rua Camarista Meier - Engenho de Dentro - Rio de Janeiro Zona Norte - Rio de Janeiro , 50 m² construídos | 2 quartos ,1.470
369, Rua Laudelino de Abreu - Vila Tiradentes - São Paulo Zona Oeste - São Paulo , 120 m² construídos | 3 quartos ,2.500
370, Rua São Policarpo - Taquara - Rio de Janeiro Zona Oeste - Rio de Janeiro , 70 m² construídos | 2 quartos ,1.070
371, Rua Ari Barroso - Sarandi - Porto Alegre - Rio Grande do Sul , 308 m² construídos | 3 quartos ,4.900
372, Rua Relíquia - Jardim das Laranjeiras - São Paulo Zona Norte - São Paulo , 53 m² construídos | 2 quartos ,2.400
373, Rua Marilândia - Vila Primavera - São Paulo Zona Norte - São Paulo , 110 m² construídos | 2 quartos ,1.900
374, Rua Tamanacá - Vila Rui Barbosa - São Paulo Zona Leste - São Paulo , 203 m² construídos | 3 quartos ,3.500
375, Rua Jabiaçu - Vila Ivone - São Paulo Zona Leste - São Paulo , 260 m² construídos | 2 quartos ,2.560
376," Rua Marquês de Lavradio, 508 - Alto dos Pinheiros, Belo Horizonte - Mg, 30530-110, Brasil - Alto dos Pinheiros - Belo Horizonte - Minas Gerais ", 408 m² construídos | 5 quartos ,5.500
377, Rua Aristides Lobo - Cidade Universitária - Campinas - São Paulo , 155 m² construídos | 4 quartos ,2.700
378, Avenida Cônego José Salomon - Vila Portugal - São Paulo Zona Norte - São Paulo , 80 m² construídos | 2 quartos ,2.200
379, Rua das Mangas - Jundiaí - São Paulo , 400 m² construídos | 3 quartos ,3.470
380, Rua Gago Coutinho - Laranjeiras - Rio de Janeiro Zona Sul - Rio de Janeiro , 80 m² construídos | 3 quartos ,5.200
381, Rua Antônio das Chagas - Chácara Santo Antônio - São Paulo Zona Sul - São Paulo , 110 m² construídos | 2 quartos ,3.500
382, Rua Bortolo Basso - Centro - São Bernardo do Campo - São Paulo , 120 m² construídos | 2 quartos ,2.200
383, Alameda das Sempre-vivas - Alphaville - Santana de Parnaíba - São Paulo , 330 m² construídos | 3 quartos ,9.160
384, Avenida Monteiro Lobato 10374 - Balneario Itaguai - Mongaguá - São Paulo , 80 m² construídos | 2 quartos ,238.900
385, Rua Santa Eudóxia - Parque Peruche - São Paulo Zona Norte - São Paulo , 45 m² construídos | 2 quartos ,1.300
386, Av. Monteiro Lobato 10374 - Balneario Itaguai - Mongaguá - São Paulo , 60 m² construídos | 2 quartos ,162.900
387, Av. Monteiro Lobato 7208 - Santa Eugenia - Mongaguá - São Paulo , 69 m² construídos | 2 quartos ,200.000
388, Estrada Cabuçu 0 - Guaratiba - Rio de Janeiro Zona Oeste - Rio de Janeiro , 74 m² construídos | 2 quartos ,950
389, Rua Vitório Emanuel - Cambuci - São Paulo Zona Sul - São Paulo , 97 m² construídos | 1 quarto ,2.060
390, Rua Hipólito da Costa - Porto Alegre - Rio Grande do Sul , 130 m² construídos | 3 quartos ,2.500
391, Travessa Alto das Perdizes - Perdizes - São Paulo Zona Oeste - São Paulo , 70 m² construídos | 2 quartos ,3.450
392, Rua Wenceslau Braz - Jardim Santa Bárbara - Guarulhos - São Paulo , 160 m² construídos | 4 quartos ,218.000
393, Rua Rio Ijui 845 - Bombinhas - Santa Catarina , 170 m² construídos | 4 quartos ,1.000
394, CONDOMINIO REAL PARK - Arujá/SP - Condomínio Ecopark - Tatuí - São Paulo , 4 quartos ,1.400.000
395, CONDOMINIO ARUJA 5 - Arujá/SP - Arujazinho II - Arujá - São Paulo , 3 quartos ,1.200.000
396, Rua Japaraiquara - Vila Rio Branco - São Paulo Zona Leste - São Paulo , 45 m² construídos | 1 quarto ,800
397, Rua Taveira Júnior - Nonoai - Porto Alegre - Rio Grande do Sul , 40 m² construídos | 3 quartos ,891
398, Rua Chico Reis 5359 - Conjunto Alphaville - Porto Velho - Rondônia , 149 m² construídos | 5 quartos ,550.000
399, Rua Silvestre Vasconcelos Calmon - Vila Pedro Moreira - Guarulhos - São Paulo , 60 m² construídos | 1 quarto ,900
400, Rua da Esperança - Vila Medeiros - São Paulo Zona Norte - São Paulo , 46 m² construídos | 1 quarto ,1.100
401, Argelia 174 - Dos Pereiras - Cotia - São Paulo , 285 m² construídos | 3 quartos ,850.000
402, Avenida Pujais Sabate - Jardim Ivana - São Paulo Zona Oeste - São Paulo , 21 m² construídos | 1 quarto ,900
403, Av. Monteiro Lobato 10374 - Bopiranga - Itanhaém - São Paulo , 82 m² construídos | 2 quartos ,298.000
404, Av. Monteiro Lobato 10374 - Pedreira - Mongaguá - São Paulo , 76 m² construídos | 2 quartos ,295.900
405, Rua Waldomiro Gonzaga da Silva - Jardim dos Oliveiras - Campinas - São Paulo , 70 m² construídos | 1 quarto ,870
406, Rua Coronel Antonio Ferraz - Vila Guilherme - São Paulo Zona Norte - São Paulo , 59 m² construídos | 1 quarto ,1.250
407, Rua Emica Noguti Seo - Cidade Intercap - Taboão da Serra - São Paulo , 52 m² construídos | 1 quarto ,730
408, Av. Monteiro Lobato 10374 - Vila Oceanopolis - Mongaguá - São Paulo , 90 m² construídos | 2 quartos ,269.000
